pH,Turbidity,Chloramine,Dissolved Oxygen,Solids,Potability
7.06,2.25,1.31,7.87,194.78,TRUE
6.61,2.82,1.63,7.45,793.71,TRUE
8.4,2.65,0.69,7.16,45.83,TRUE
7.64,3.6,0.54,7.89,1075.7,TRUE
8.02,3.33,1.78,6.78,1008.26,TRUE
6.64,2.31,2.78,6.76,404.78,TRUE
7.41,2.5,1.29,7.12,466.23,TRUE
8.17,2.72,2.22,7.81,292.01,TRUE
7.98,4.22,1.63,6.9,1063.72,TRUE
7.85,4.7,3.79,7.94,866.38,TRUE
7.97,3.14,0.16,7.99,370.09,TRUE
7.05,4.83,2.76,7.43,838.42,TRUE
7.52,2.07,2.42,7.51,720.84,TRUE
7.76,2.64,0.78,7.98,241.82,TRUE
8.25,2.25,2.31,6.75,145.03,TRUE
6.69,3.39,1.18,6.76,240.08,TRUE
7.03,3.45,0.81,7.52,801.03,TRUE
8.45,4.31,3.86,6.67,26.99,TRUE
6.76,2.07,1.87,7.33,1150.87,TRUE
8.08,4.6,3.75,6.93,662.09,TRUE
7.24,2.05,2.13,7.48,995.32,TRUE
7.64,4.4,1.71,6.51,971.98,TRUE
7.55,4.68,0.26,7.08,792.15,TRUE
7.59,3.99,0.84,7.59,1048.38,TRUE
7.77,2.41,1.84,7.03,424.56,TRUE
6.69,3.77,2.81,7.39,691.03,TRUE
7.21,3.86,0.73,7.96,1031.43,TRUE
7.79,2.76,2.17,7.19,1077.92,TRUE
6.93,4.05,1.96,7.72,187.3,TRUE
6.74,2.27,0.34,7.11,542.33,TRUE
7.53,4.88,3.53,7.97,890.32,TRUE
6.89,2.01,1.35,6.71,556.72,TRUE
8.49,4.69,3.61,6.69,118.78,TRUE
6.82,1.42,1.3,6.85,297.02,TRUE
7.88,3.96,3.72,7.29,956.41,TRUE
7.25,1.05,3.63,7.93,1119.54,TRUE
8.15,3.64,2.11,7.47,837.89,TRUE
6.81,4.3,0.86,7.99,895.38,TRUE
7.03,2.44,3.08,6.78,497.91,TRUE
7.44,2.32,2.06,7.36,900.74,TRUE
7.66,1.55,1.6,7.47,316.49,TRUE
7.78,3.25,3.73,6.95,1038.72,TRUE
7.65,2.61,2.87,7.27,1107.38,TRUE
7.73,3.75,1.92,7.39,1058.76,TRUE
7.79,3.78,0.63,7.52,1077.97,TRUE
7.77,2.75,2.21,6.52,679.92,TRUE
7.57,3.8,0.05,6.77,409.15,TRUE
7.33,2.94,3.88,7.35,181.23,TRUE
7.67,2.47,0.87,6.77,637.43,TRUE
8.05,3.03,2.51,6.64,316.64,TRUE
8.45,2.27,0.35,7.69,210.95,TRUE
7.85,3.03,1.77,6.74,945.03,TRUE
7.45,2.91,0.97,7.57,1032.68,TRUE
7.09,3.02,0.75,6.74,453.56,TRUE
7.67,2.84,1.68,7.32,784.95,TRUE
6.92,3.65,1.68,6.94,921.31,TRUE
8.16,4.79,1.24,6.84,1020.73,TRUE
6.82,2.34,1.06,7.84,97.29,TRUE
6.81,2.7,1.8,7.2,511.18,TRUE
6.64,2.55,1.85,7.4,252.39,TRUE
8.13,4.32,1.2,7.21,50.96,TRUE
6.77,4.77,3.79,6.85,1018.6,TRUE
8.45,4.98,1.06,7.35,81.11,TRUE
7.83,1.65,3.89,7.15,1094.63,TRUE
7.5,4.53,2.87,7.28,414.8,TRUE
6.88,1.32,2.07,6.79,988.61,TRUE
7.43,1.75,2.01,7.54,446.01,TRUE
7.93,4.85,3.71,6.63,302.89,TRUE
7.32,4.25,2.09,7.3,140.1,TRUE
6.58,3.03,0.67,6.67,718.86,TRUE
7.26,4.38,2.54,6.69,694.84,TRUE
8.31,3.02,2.83,7.7,463.48,TRUE
6.88,2.14,3.99,6.6,536.71,TRUE
8.19,3.34,0.89,6.78,736.8,TRUE
8.36,3.08,1.49,7.04,101.64,TRUE
7.22,1.45,0.1,7.83,1017.15,TRUE
7.74,1.34,3.43,7.08,232.83,TRUE
8.37,2.54,1.36,7.6,406.67,TRUE
6.97,3.87,2.78,6.53,803.02,TRUE
7.29,3.15,3.5,6.79,719.62,TRUE
8.04,1.59,3.49,7.96,1004.74,TRUE
7.19,1.45,1.88,7.58,652.44,TRUE
6.71,2.97,1.12,7.89,985.67,TRUE
7.68,4.83,0.32,7.21,1181.85,TRUE
6.76,4.77,3.89,7.42,185.38,TRUE
8.26,1.15,3.98,7.44,121.36,TRUE
8.32,1.3,0.84,6.79,1162.21,TRUE
7.37,3.03,1.53,7.04,1030.88,TRUE
8.12,1.43,1.19,7.96,909.84,TRUE
6.64,3.35,3.0,7.7,1058.13,TRUE
6.59,3.33,3.85,7.59,1079.32,TRUE
7.68,4.31,1.38,7.88,345.44,TRUE
7.19,3.84,2.78,6.56,643.51,TRUE
8.16,2.32,3.69,8.0,496.85,TRUE
8.09,2.48,0.64,7.36,291.12,TRUE
7.34,1.17,1.35,7.5,161.56,TRUE
8.02,3.0,0.67,7.57,602.04,TRUE
7.19,2.03,3.61,7.44,514.7,TRUE
8.29,2.75,0.62,7.21,962.93,TRUE
6.52,2.56,3.37,7.38,369.53,TRUE
7.06,4.14,2.25,7.76,908.16,TRUE
8.47,2.36,1.88,7.2,746.32,TRUE
8.48,2.95,3.92,7.73,452.87,TRUE
8.17,4.95,3.31,6.75,315.46,TRUE
7.76,4.44,3.39,6.64,906.86,TRUE
7.3,4.94,3.41,6.68,285.32,TRUE
7.32,4.12,0.27,7.46,975.52,TRUE
7.0,4.75,3.18,7.5,294.89,TRUE
8.01,2.57,1.48,7.55,9.89,TRUE
7.43,2.38,3.46,7.05,270.45,TRUE
8.27,2.22,1.28,7.32,359.03,TRUE
6.53,1.75,0.72,7.71,649.12,TRUE
7.82,1.05,1.03,7.08,99.31,TRUE
7.17,4.68,0.28,6.59,1000.11,TRUE
8.06,1.49,3.33,6.61,1195.33,TRUE
7.32,2.82,1.66,7.25,419.88,TRUE
8.35,1.95,0.53,7.9,537.77,TRUE
6.78,1.18,1.68,7.91,670.48,TRUE
8.44,2.1,2.37,7.33,699.28,TRUE
8.25,2.18,3.62,7.28,311.24,TRUE
8.47,2.35,2.27,7.28,209.56,TRUE
7.81,3.59,1.39,6.99,1044.31,TRUE
8.31,4.26,0.82,6.55,1082.27,TRUE
6.56,4.37,0.03,6.76,965.06,TRUE
7.07,2.88,1.38,7.97,786.6,TRUE
6.97,3.61,2.08,6.95,1006.58,TRUE
7.12,4.7,0.65,7.73,1115.97,TRUE
7.71,1.66,0.66,6.51,986.52,TRUE
7.79,4.05,1.23,7.17,309.04,TRUE
6.75,1.19,0.37,7.35,383.47,TRUE
8.21,3.48,1.0,7.59,101.91,TRUE
7.09,3.38,3.96,7.68,312.87,TRUE
8.45,2.61,1.94,7.02,997.14,TRUE
7.77,1.22,0.89,7.16,702.88,TRUE
8.11,2.29,0.59,7.28,142.13,TRUE
6.66,2.59,0.98,7.29,943.74,TRUE
7.44,3.15,0.84,7.01,175.22,TRUE
7.76,1.83,1.43,7.42,533.67,TRUE
7.06,4.05,0.17,6.92,884.31,TRUE
6.72,3.47,0.62,6.95,209.41,TRUE
8.02,3.9,2.16,6.98,615.45,TRUE
7.87,4.49,2.44,6.55,116.82,TRUE
8.49,1.25,0.82,7.26,33.77,TRUE
7.64,3.92,1.61,6.82,13.01,TRUE
8.14,2.5,3.79,7.55,421.39,TRUE
7.0,1.98,1.93,6.98,290.51,TRUE
7.8,2.91,0.47,7.59,510.47,TRUE
7.07,4.42,0.4,7.12,843.26,TRUE
6.57,2.44,1.34,7.42,1176.54,TRUE
8.44,2.54,0.63,7.55,676.32,TRUE
6.94,2.21,1.02,7.89,1030.68,TRUE
7.69,1.45,1.61,7.07,486.2,TRUE
7.33,2.08,0.04,6.7,556.84,TRUE
6.85,2.96,2.95,6.87,553.27,TRUE
7.93,2.84,2.84,7.89,270.91,TRUE
7.48,1.29,0.07,6.73,186.85,TRUE
6.72,1.01,3.57,6.87,109.2,TRUE
8.14,3.87,0.1,7.19,71.97,TRUE
6.88,1.64,0.27,7.94,460.97,TRUE
7.01,4.76,0.01,6.95,275.27,TRUE
7.39,1.14,0.33,7.22,271.17,TRUE
7.51,1.82,3.39,6.99,560.41,TRUE
7.51,2.6,0.64,7.82,1026.38,TRUE
7.71,1.39,1.56,7.91,478.07,TRUE
6.61,1.64,1.29,7.51,737.52,TRUE
6.58,1.83,0.32,7.51,1150.35,TRUE
8.03,2.98,3.99,7.43,87.78,TRUE
6.79,2.45,1.85,7.72,1059.32,TRUE
8.22,2.39,3.75,7.38,260.64,TRUE
8.12,4.81,3.44,7.14,145.08,TRUE
8.07,3.87,0.09,6.65,855.26,TRUE
8.09,4.73,1.21,7.77,235.39,TRUE
7.13,2.06,3.98,6.79,667.1,TRUE
7.61,3.17,2.44,7.16,320.82,TRUE
7.86,4.37,2.93,6.55,82.06,TRUE
6.59,3.89,3.86,6.5,1168.55,TRUE
6.96,3.48,3.31,6.95,1151.86,TRUE
6.78,4.14,0.73,7.96,886.45,TRUE
8.02,1.47,2.37,7.71,391.01,TRUE
6.86,1.23,1.55,7.6,1099.87,TRUE
7.79,3.87,2.7,6.71,78.39,TRUE
8.33,1.78,3.56,7.8,116.23,TRUE
6.56,1.46,3.18,6.68,693.41,TRUE
8.03,2.07,2.12,7.62,1173.19,TRUE
8.07,1.36,2.91,6.6,854.13,TRUE
7.0,2.59,1.68,6.56,840.22,TRUE
8.43,2.91,1.51,7.0,944.45,TRUE
7.57,1.46,0.86,7.71,1133.08,TRUE
6.92,1.11,1.81,7.59,536.87,TRUE
7.78,3.8,2.85,7.42,906.81,TRUE
6.69,4.23,3.41,7.21,788.34,TRUE
8.09,1.24,3.02,7.25,752.08,TRUE
7.95,1.8,0.67,7.12,497.87,TRUE
8.08,2.26,2.73,7.21,1135.14,TRUE
6.9,3.5,0.33,7.14,376.94,TRUE
7.28,2.64,3.81,7.03,321.71,TRUE
7.88,4.98,0.0,7.76,452.58,TRUE
7.82,4.72,3.78,7.96,93.34,TRUE
8.04,2.93,2.61,7.14,303.49,TRUE
8.41,3.75,3.13,7.1,882.09,TRUE
8.34,1.58,3.6,6.8,381.54,TRUE
6.76,3.33,1.68,6.9,514.25,TRUE
7.87,2.94,2.28,6.96,1093.68,TRUE
6.58,1.7,3.0,6.83,169.15,TRUE
8.02,4.4,1.53,7.82,864.6,TRUE
7.2,1.16,2.42,7.46,494.05,TRUE
6.92,2.07,2.5,7.13,1127.4,TRUE
6.8,3.99,2.49,6.52,386.64,TRUE
8.4,4.63,3.13,6.86,1191.24,TRUE
7.51,3.29,1.16,7.69,1096.43,TRUE
7.99,2.66,2.69,7.64,730.76,TRUE
8.1,1.31,1.1,7.71,874.06,TRUE
7.0,4.49,3.25,7.06,463.95,TRUE
8.32,2.44,3.51,7.79,462.25,TRUE
6.83,1.15,1.82,7.04,1065.07,TRUE
8.35,4.64,3.66,7.79,596.04,TRUE
8.27,2.36,0.19,7.39,648.9,TRUE
7.57,3.49,2.84,7.01,1097.22,TRUE
8.13,4.66,1.77,6.6,300.1,TRUE
8.03,2.88,3.59,6.52,401.19,TRUE
8.03,1.9,1.62,7.07,1157.06,TRUE
8.15,3.81,1.82,7.17,447.66,TRUE
7.99,2.92,3.48,6.75,307.99,TRUE
7.15,1.59,2.02,7.7,335.29,TRUE
7.36,4.0,2.84,7.48,801.05,TRUE
7.43,3.52,3.54,7.38,110.15,TRUE
6.54,3.98,2.3,6.64,1110.64,TRUE
7.76,3.39,3.62,7.18,622.51,TRUE
8.42,2.04,3.21,7.63,1170.76,TRUE
7.49,4.29,3.08,7.83,171.12,TRUE
8.44,3.7,1.61,7.97,899.15,TRUE
8.42,4.12,2.64,7.97,1045.77,TRUE
6.67,4.53,2.43,7.25,117.84,TRUE
8.5,4.23,1.45,6.5,238.79,TRUE
8.33,4.79,0.55,7.75,116.7,TRUE
7.17,2.22,3.59,6.62,1107.98,TRUE
7.11,4.17,2.07,7.08,425.6,TRUE
7.78,2.84,0.7,7.54,495.72,TRUE
7.99,1.41,2.74,7.79,1055.67,TRUE
8.23,4.77,0.89,7.93,5.88,TRUE
6.94,2.53,2.37,6.91,1017.78,TRUE
6.8,1.75,0.4,6.77,623.46,TRUE
7.68,1.53,0.33,6.78,376.76,TRUE
6.63,3.83,1.58,6.8,419.01,TRUE
6.85,4.13,2.96,6.52,256.65,TRUE
6.65,2.61,1.97,7.92,145.09,TRUE
7.05,1.65,3.21,7.93,903.91,TRUE
6.74,1.42,0.1,7.88,1012.91,TRUE
7.81,1.7,0.01,6.62,867.39,TRUE
7.61,2.5,1.74,6.6,1094.96,TRUE
7.18,4.7,0.6,7.06,321.01,TRUE
7.78,4.74,2.53,6.68,941.9,TRUE
8.3,3.05,0.73,7.08,343.88,TRUE
7.01,2.89,2.66,7.88,758.53,TRUE
7.87,2.09,0.95,6.54,412.84,TRUE
7.1,3.45,2.87,7.97,1112.15,TRUE
7.45,3.42,3.68,7.77,906.26,TRUE
8.01,3.51,3.54,7.86,393.54,TRUE
7.59,1.72,2.72,6.68,1013.02,TRUE
7.6,1.49,1.81,7.27,135.99,TRUE
6.52,4.84,3.38,7.72,123.94,TRUE
8.19,3.59,2.63,7.3,65.45,TRUE
6.54,1.83,3.8,6.91,402.82,TRUE
7.27,3.62,3.65,6.8,938.51,TRUE
8.45,2.93,3.52,7.86,1091.91,TRUE
6.61,2.89,0.13,7.51,303.45,TRUE
7.78,3.29,1.8,7.72,167.32,TRUE
7.63,2.11,0.51,6.87,1143.8,TRUE
6.85,3.81,1.11,7.38,1071.15,TRUE
7.69,3.65,2.74,6.6,1022.47,TRUE
7.74,4.37,2.71,6.82,830.43,TRUE
7.99,4.17,3.37,7.61,1145.16,TRUE
8.13,3.38,1.39,7.58,415.2,TRUE
7.86,3.25,3.46,7.0,148.48,TRUE
7.57,3.34,3.23,7.8,927.6,TRUE
8.02,4.34,3.09,6.96,967.45,TRUE
8.02,4.35,3.08,7.55,70.42,TRUE
8.22,2.55,3.23,7.46,476.66,TRUE
7.15,2.95,2.84,7.69,754.05,TRUE
8.1,1.02,2.04,7.01,870.48,TRUE
6.66,1.54,2.47,6.64,370.34,TRUE
8.27,4.93,2.74,7.62,709.62,TRUE
7.4,1.06,2.76,7.45,966.61,TRUE
7.22,4.57,0.72,7.54,453.09,TRUE
7.98,1.02,0.27,7.96,664.68,TRUE
7.43,4.4,2.56,6.82,322.88,TRUE
8.13,4.9,0.43,7.55,769.43,TRUE
8.09,2.29,0.7,7.76,305.83,TRUE
7.56,1.83,1.91,7.58,1184.01,TRUE
7.53,3.5,1.68,6.96,1091.12,TRUE
7.42,3.83,0.54,6.61,1118.75,TRUE
6.92,2.92,2.9,7.51,192.97,TRUE
7.71,3.55,1.33,7.06,28.05,TRUE
6.6,2.94,2.04,6.99,217.12,TRUE
8.18,2.78,1.8,6.89,461.75,TRUE
7.66,1.97,3.75,6.69,1042.48,TRUE
7.9,2.74,0.61,7.86,279.99,TRUE
7.84,2.28,1.15,7.44,163.86,TRUE
8.02,1.01,3.53,7.68,88.73,TRUE
7.7,1.19,0.54,7.77,498.28,TRUE
7.3,1.45,2.72,6.57,628.86,TRUE
7.48,2.15,3.96,7.14,500.19,TRUE
8.18,4.28,1.84,7.0,953.31,TRUE
8.25,4.47,3.8,7.57,279.07,TRUE
7.66,2.31,1.93,7.57,492.98,TRUE
7.34,3.69,1.23,6.66,1087.31,TRUE
8.03,1.69,3.97,6.93,563.76,TRUE
8.31,4.71,2.67,6.75,103.27,TRUE
6.5,2.9,0.35,7.83,994.96,TRUE
7.27,2.98,0.49,7.42,1053.83,TRUE
7.01,4.68,3.1,6.71,226.29,TRUE
7.72,2.47,2.7,7.07,394.83,TRUE
7.11,3.48,3.33,7.76,160.19,TRUE
8.41,2.38,3.61,7.31,1182.4,TRUE
7.61,2.8,0.76,7.13,943.32,TRUE
8.35,1.18,2.88,7.99,772.37,TRUE
6.69,2.23,3.52,7.74,923.17,TRUE
7.23,3.56,1.62,7.08,867.31,TRUE
7.01,2.02,3.54,7.94,336.2,TRUE
6.79,4.72,2.5,6.64,1110.01,TRUE
6.66,3.5,2.11,6.66,543.9,TRUE
7.98,1.85,0.59,6.84,427.65,TRUE
8.26,4.55,3.68,7.38,316.86,TRUE
7.84,2.55,3.58,7.13,1084.52,TRUE
7.85,1.18,0.38,7.49,691.15,TRUE
8.01,4.18,0.66,6.95,979.72,TRUE
8.17,2.97,0.54,7.0,993.03,TRUE
7.65,3.21,3.84,6.86,301.9,TRUE
7.27,4.87,1.16,6.78,539.47,TRUE
7.17,1.45,1.67,6.9,1133.46,TRUE
6.74,4.71,3.13,7.19,13.44,TRUE
6.66,4.53,2.15,7.31,611.07,TRUE
7.03,4.47,2.27,7.47,230.86,TRUE
7.95,2.45,3.33,7.72,649.37,TRUE
6.72,2.59,2.02,7.5,975.55,TRUE
6.95,3.43,3.15,7.92,1054.95,TRUE
6.53,3.76,3.59,7.72,747.98,TRUE
7.13,1.95,0.5,7.6,1095.18,TRUE
7.31,3.33,2.13,6.64,520.62,TRUE
7.64,3.32,2.96,6.96,895.03,TRUE
6.93,3.32,0.31,7.9,430.38,TRUE
8.13,4.81,3.63,6.79,86.47,TRUE
6.5,1.38,1.42,6.57,147.18,TRUE
6.92,2.39,1.59,7.79,80.22,TRUE
6.97,4.51,2.26,7.66,5.7,TRUE
7.66,1.62,0.6,8.0,252.19,TRUE
7.18,2.9,1.98,7.29,530.01,TRUE
6.7,4.12,1.29,7.95,443.28,TRUE
6.63,4.66,2.28,7.72,1076.64,TRUE
7.36,3.93,2.8,7.1,546.98,TRUE
6.82,4.45,0.38,7.88,109.35,TRUE
6.89,4.61,0.96,7.94,84.36,TRUE
7.49,2.91,2.37,7.67,27.04,TRUE
8.13,2.57,3.29,6.98,815.33,TRUE
7.15,1.47,1.01,7.75,312.28,TRUE
7.12,3.62,0.27,7.9,473.76,TRUE
6.83,1.28,3.28,7.0,21.63,TRUE
8.13,3.72,1.66,7.6,1092.23,TRUE
7.77,1.87,3.25,7.15,233.47,TRUE
7.34,2.47,3.66,7.83,212.97,TRUE
7.22,3.66,0.35,7.75,999.6,TRUE
8.08,3.34,3.77,6.81,1006.04,TRUE
6.75,4.53,0.03,7.16,427.74,TRUE
7.58,1.46,2.48,7.85,92.29,TRUE
7.95,2.89,3.29,7.6,380.01,TRUE
7.01,3.81,3.69,7.04,1076.26,TRUE
7.95,2.89,2.7,7.99,390.59,TRUE
8.09,2.25,3.77,7.35,65.91,TRUE
7.7,4.4,0.27,6.52,184.57,TRUE
8.36,2.21,2.91,6.99,138.31,TRUE
7.62,2.62,2.76,6.66,216.86,TRUE
7.07,2.33,0.11,7.69,682.81,TRUE
7.85,4.04,2.98,7.89,661.27,TRUE
6.73,1.2,3.58,6.74,848.92,TRUE
7.3,3.92,3.37,7.58,813.18,TRUE
8.37,1.55,3.42,6.8,944.72,TRUE
6.63,2.07,1.62,6.93,1002.98,TRUE
6.95,1.77,3.03,7.72,905.44,TRUE
6.52,3.15,2.32,6.76,759.54,TRUE
7.98,2.56,3.62,6.98,740.32,TRUE
8.43,4.44,0.61,7.45,1172.53,TRUE
8.16,4.05,0.39,7.1,768.18,TRUE
8.36,3.11,0.74,6.69,17.08,TRUE
8.42,2.0,3.14,7.01,555.31,TRUE
7.7,2.99,3.47,7.93,418.83,TRUE
6.95,2.46,1.61,6.63,881.84,TRUE
7.63,1.92,3.39,7.17,554.73,TRUE
6.79,3.32,2.55,8.0,1193.17,TRUE
8.02,3.34,2.08,7.2,1088.03,TRUE
7.98,3.6,1.35,7.73,557.55,TRUE
6.85,1.38,0.99,6.55,163.51,TRUE
7.71,3.96,2.96,6.76,800.86,TRUE
7.77,3.9,2.21,7.74,851.61,TRUE
7.6,3.8,0.43,7.64,928.5,TRUE
7.72,2.44,1.26,7.36,319.87,TRUE
7.72,2.5,2.13,7.1,829.24,TRUE
6.94,4.92,3.69,6.89,510.11,TRUE
7.65,2.88,3.53,6.8,420.48,TRUE
8.5,1.97,0.76,7.64,1197.95,TRUE
8.31,1.12,0.58,6.64,993.46,TRUE
7.73,2.41,2.38,7.4,358.74,TRUE
8.34,4.37,1.94,7.46,72.79,TRUE
8.09,2.72,2.44,7.55,492.74,TRUE
8.3,3.58,2.6,6.89,1048.24,TRUE
7.94,3.79,0.79,7.81,563.57,TRUE
8.17,2.08,0.25,7.06,877.59,TRUE
7.18,1.03,0.14,7.01,855.8,TRUE
8.19,2.34,1.95,6.63,464.3,TRUE
7.91,1.99,3.67,7.22,499.18,TRUE
7.49,3.05,1.55,6.97,1038.68,TRUE
6.98,3.76,2.28,6.75,470.79,TRUE
7.38,2.22,0.9,6.73,266.13,TRUE
7.05,2.94,2.91,7.33,612.17,TRUE
7.89,3.5,1.65,7.03,1010.39,TRUE
6.89,4.03,1.5,6.54,981.78,TRUE
7.69,3.93,3.67,7.53,396.89,TRUE
7.12,4.95,3.82,7.16,507.54,TRUE
7.41,1.74,2.08,7.52,603.07,TRUE
7.22,1.57,2.28,6.81,1195.49,TRUE
6.67,2.88,2.33,7.08,1036.49,TRUE
6.85,1.7,1.09,7.3,992.88,TRUE
7.22,1.38,3.0,7.04,803.49,TRUE
8.39,1.97,0.45,6.88,279.48,TRUE
7.56,1.72,2.31,6.59,270.42,TRUE
7.59,3.81,3.77,7.51,158.06,TRUE
7.54,3.23,2.19,7.81,588.07,TRUE
6.66,1.05,2.32,6.84,319.07,TRUE
7.49,1.93,0.94,7.22,914.52,TRUE
8.13,1.99,3.62,7.15,507.27,TRUE
8.38,1.75,1.26,7.98,845.51,TRUE
8.09,2.95,0.28,7.45,348.37,TRUE
7.92,4.69,1.72,6.75,378.3,TRUE
8.13,3.87,2.75,6.87,627.64,TRUE
8.21,2.24,0.96,7.96,970.31,TRUE
7.25,2.59,1.22,7.73,843.36,TRUE
6.82,4.78,3.63,7.8,848.8,TRUE
6.7,4.83,2.89,7.01,960.14,TRUE
6.88,4.6,1.42,7.31,403.22,TRUE
6.51,1.17,3.24,6.9,435.32,TRUE
7.87,2.68,3.12,7.82,288.0,TRUE
6.79,4.14,2.84,7.31,213.19,TRUE
7.29,2.49,2.11,7.09,902.61,TRUE
7.33,1.41,3.48,7.08,1045.64,TRUE
7.47,2.66,1.71,7.14,169.25,TRUE
8.32,1.89,1.63,7.98,640.8,TRUE
6.97,1.17,1.12,6.99,91.49,TRUE
6.59,4.93,0.89,7.73,1128.37,TRUE
6.63,3.18,2.97,7.67,254.89,TRUE
7.3,1.78,1.28,6.57,705.48,TRUE
8.09,1.06,1.29,7.34,841.48,TRUE
7.96,2.56,1.83,6.98,830.29,TRUE
7.37,2.09,1.96,6.63,718.69,TRUE
7.73,4.09,0.69,6.82,1074.55,TRUE
6.73,1.9,2.78,6.93,197.87,TRUE
8.23,4.54,1.53,6.78,453.88,TRUE
7.9,3.12,0.16,7.02,138.72,TRUE
8.07,4.04,0.55,7.06,901.39,TRUE
8.06,3.28,1.08,7.97,723.22,TRUE
7.38,2.01,1.11,6.95,589.84,TRUE
8.06,2.09,2.25,7.68,913.1,TRUE
8.25,1.6,1.55,6.85,367.96,TRUE
8.26,3.04,1.67,6.79,574.78,TRUE
7.65,3.12,3.74,6.67,711.21,TRUE
6.58,1.59,3.27,7.67,351.55,TRUE
7.39,3.73,3.32,7.67,13.52,TRUE
7.54,3.15,3.54,6.88,1153.63,TRUE
8.1,2.36,1.2,7.89,747.99,TRUE
6.95,4.46,2.06,7.8,786.91,TRUE
6.7,1.91,1.47,7.36,1035.19,TRUE
7.65,2.82,3.25,7.7,29.59,TRUE
7.54,3.18,1.99,7.5,359.73,TRUE
8.34,4.06,2.29,7.78,716.34,TRUE
8.19,3.18,2.53,7.39,254.86,TRUE
7.27,4.74,2.37,7.98,178.39,TRUE
7.95,1.83,3.41,7.77,946.74,TRUE
8.15,2.75,2.52,7.96,366.14,TRUE
7.82,1.72,2.51,7.23,48.41,TRUE
8.47,1.32,2.3,6.62,1123.72,TRUE
8.29,3.51,1.14,7.67,0.49,TRUE
8.2,2.37,2.67,7.86,56.78,TRUE
6.79,3.61,1.78,6.86,479.99,TRUE
7.08,2.78,3.2,7.95,530.32,TRUE
7.77,2.99,0.16,7.24,1074.73,TRUE
7.96,1.71,1.3,7.6,544.1,TRUE
6.84,2.14,1.2,7.25,147.31,TRUE
7.01,1.59,3.49,6.71,1179.0,TRUE
6.91,3.56,0.16,6.73,428.59,TRUE
8.34,1.31,3.89,7.78,1117.39,TRUE
8.25,3.91,3.63,7.78,89.96,TRUE
7.04,1.43,3.88,7.14,438.49,TRUE
6.75,2.25,3.58,7.85,653.9,TRUE
7.52,1.5,2.76,7.55,184.45,TRUE
7.42,1.76,0.64,6.81,899.19,TRUE
8.26,4.72,2.15,7.21,131.05,TRUE
7.42,1.72,2.48,7.09,284.03,TRUE
7.72,3.6,0.68,6.88,130.57,TRUE
7.97,1.05,0.99,7.46,150.75,TRUE
6.9,4.13,2.07,7.04,1028.07,TRUE
7.72,4.78,3.9,7.07,911.35,TRUE
8.19,1.02,1.88,7.35,509.78,TRUE
7.99,2.51,0.25,6.59,543.08,TRUE
8.4,2.76,2.96,7.41,219.51,TRUE
8.38,2.12,1.33,7.84,1069.6,TRUE
7.16,4.1,3.86,7.19,795.99,TRUE
7.36,1.38,1.98,7.84,797.73,TRUE
7.55,1.64,2.31,6.58,1149.17,TRUE
6.8,1.06,0.34,6.95,910.65,TRUE
8.47,2.43,1.09,7.67,275.43,TRUE
7.7,3.55,1.97,6.59,592.69,TRUE
8.17,2.28,3.84,7.23,861.21,TRUE
7.76,2.74,3.54,7.61,551.98,TRUE
6.87,2.08,0.47,6.87,325.45,TRUE
6.94,1.33,1.59,7.56,1105.81,TRUE
6.52,3.94,3.61,6.84,1059.62,TRUE
8.09,3.76,0.91,6.6,886.56,TRUE
8.09,4.7,2.59,6.7,688.28,TRUE
7.3,4.17,1.06,7.28,1054.17,TRUE
8.14,4.51,1.23,7.37,941.31,TRUE
6.69,3.61,1.94,6.74,819.29,TRUE
7.28,3.81,0.05,7.65,467.9,TRUE
7.79,2.85,0.15,7.53,516.52,TRUE
7.34,1.6,2.38,7.41,970.59,TRUE
7.11,2.93,1.12,7.26,16.14,TRUE
7.76,1.5,1.25,7.38,963.49,TRUE
8.08,4.8,0.26,6.55,1183.38,TRUE
7.37,1.26,2.62,6.54,445.33,TRUE
8.06,3.95,3.0,7.08,118.56,TRUE
7.77,1.96,3.99,7.33,871.14,TRUE
8.47,1.35,2.35,6.94,822.68,TRUE
6.67,3.86,0.42,7.59,357.61,TRUE
7.51,4.34,3.54,7.6,188.77,TRUE
8.47,4.35,3.4,7.52,720.45,TRUE
8.44,1.84,3.32,7.36,238.57,TRUE
7.53,4.47,2.41,7.78,927.28,TRUE
7.77,2.8,1.07,7.75,863.82,TRUE
6.77,3.87,2.08,6.81,415.44,TRUE
7.46,3.39,1.54,7.08,900.31,TRUE
7.2,4.78,1.67,7.46,631.13,TRUE
8.16,3.91,2.36,7.17,584.2,TRUE
8.07,1.62,0.53,6.91,974.17,TRUE
7.86,4.84,3.42,6.51,1173.15,TRUE
7.95,3.16,0.73,7.8,784.88,TRUE
7.9,3.34,0.54,7.47,938.65,TRUE
6.5,4.59,1.42,7.02,758.12,TRUE
6.51,4.49,1.06,7.21,75.0,TRUE
6.76,2.23,0.7,6.92,927.12,TRUE
7.65,3.41,2.43,7.36,857.55,TRUE
6.63,4.03,0.61,7.81,122.44,TRUE
8.13,3.05,3.15,6.96,795.82,TRUE
7.75,1.16,2.41,7.73,557.08,TRUE
6.95,1.52,2.26,7.36,518.6,TRUE
7.01,4.72,0.67,7.23,617.73,TRUE
6.66,2.45,2.62,7.18,776.83,TRUE
7.52,4.92,1.7,7.66,708.09,TRUE
